ID,NAME,HEALTH,DAMAGE,RANGE,SPEED,LOS
3794,chiwen,2,9,3,10,2
3795,chiyo,3,2,1,8,5
3796,chiyuan,3,10,3,1,3
3797,chlo,7,2,2,10,8
3798,chloe,3,6,1,4,4
3799,chloette,8,9,2,4,1
3800,chloris,3,9,2,9,4
3801,cho,6,9,2,2,5
3802,cho-kuen,3,4,3,2,2
3803,chochon,5,10,3,5,5
3804,chocs,4,9,3,5,3
3805,chod,4,10,3,6,9
3806,choe,5,8,2,5,2
3807,choi,4,8,1,8,8
3808,chojan,2,8,2,4,2
3809,chok,4,7,1,2,8
3810,cholet,10,8,1,2,9
3811,cholette,9,4,3,10,6
3812,cholewin,5,8,1,7,3
3813,chomik,9,4,1,3,3
3814,chona,7,8,1,10,4
3815,chonchan,3,9,1,1,3
3816,chong-ke,2,7,2,6,1
3817,chong-la,1,9,2,7,3
3818,chongcha,2,1,2,7,3
3819,chongkeu,5,3,3,4,1
3820,choo,7,5,1,3,6
3821,choo-kan,2,9,1,5,1
3822,choon,9,6,1,8,3
3823,choon-li,10,3,3,3,2
3824,choong,3,2,1,10,9
3825,chopin,6,8,1,5,8
3826,chopowic,3,6,3,8,4
3827,chopra,5,9,3,8,1
3828,choptovy,8,9,2,1,6
3829,choquett,8,1,3,10,3
3830,chorley,10,8,1,5,4
3831,chorng,9,4,1,10,7
3832,chotkows,10,1,1,6,6
3833,chou,5,5,3,6,5
3834,choudhur,7,3,1,3,1
3835,chouhan,5,8,1,3,5
3836,chouinar,8,4,3,10,2
3837,chowhan,10,4,3,5,4
3838,choy,8,8,3,3,1
3839,choynows,3,5,3,5,3
3840,chriisto,1,1,2,10,6
3841,chris,5,2,2,4,7
3842,chrisman,3,3,1,3,8
3843,chrisoph,8,3,1,1,8
3844,chrisse,7,10,2,2,5
3845,chrissie,4,2,1,9,9
3846,chrissun,7,1,2,7,7
3847,chrissy,5,5,3,7,10
3848,christ,1,9,2,4,4
3849,christa,6,6,2,3,9
3850,christab,10,6,3,2,8
3851,christal,6,5,2,5,8
3852,christan,8,1,3,7,9
3853,christea,1,4,3,9,6
3854,christel,9,2,1,8,3
3855,christen,2,8,1,1,8
3856,christer,2,7,1,2,6
3857,christi,9,9,3,5,1
3858,christia,1,3,2,10,1
3859,christie,5,7,2,7,6
3860,christin,5,5,2,9,1
3861,christl,9,3,2,9,3
3862,christof,1,10,3,7,4
3863,christop,5,1,1,1,7
3864,christos,1,8,2,2,2
3865,christy,6,7,2,4,8
3866,christye,8,7,3,8,1
3867,chrisy,2,5,2,5,2
3868,chronowi,3,7,3,3,4
3869,chrotoem,6,6,1,5,7
3870,chruscie,10,3,3,5,1
3871,chrysa,8,3,2,2,9
3872,chrysant,2,8,3,5,10
3873,chrysler,3,4,2,8,5
3874,chrystal,8,4,2,1,9
3875,chryste,10,2,1,3,6
3876,chu-chue,6,10,2,2,4
3877,chua,9,5,2,9,4
3878,chuah,3,4,3,5,5
3879,chuan,4,7,1,9,7
3880,chuan-hs,7,7,2,4,7
3881,chuang,10,2,3,3,9
3882,chuanhsi,5,1,2,10,8
3883,chubb,6,9,1,10,2
3884,chubby,1,7,3,5,9
3885,chucho,9,7,3,5,5
3886,chuchuen,7,6,1,6,3
3887,chuck,9,1,2,8,5
3888,chuen,2,5,2,5,4
3889,chugha,3,2,2,10,1
3890,chui,8,6,1,4,8
3891,chuk,7,2,2,5,2
3892,chukwuem,9,6,1,1,9
3893,chul,1,10,1,6,7
3894,chuming,3,10,1,4,4
3895,chummun,8,6,1,8,4
3896,chun,1,8,2,9,4
3897,chun-li,1,5,2,5,3
3898,chun-shi,3,10,1,6,4
3899,chun-yen,2,1,2,5,7
3900,chung,6,8,3,10,2
3901,chung-ch,7,9,2,1,5
3902,chung-kw,2,7,2,1,10
3903,chung-li,7,10,2,3,4
3904,chung-wo,10,1,3,9,9
3905,chung-yo,8,1,2,3,7
3906,chungen,10,7,2,5,3
3907,chungjen,3,8,1,8,10
3908,chungkwo,2,8,2,1,3
3909,chunglin,6,7,2,3,3
3910,chungpha,5,1,2,9,4
3911,chungsik,6,2,3,4,3
3912,chunlan,3,1,3,9,4
3913,chunli,6,2,2,4,9
3914,chunlin,5,2,2,9,3
3915,chunling,3,9,3,4,6
3916,chunmei,6,5,1,2,3
3917,chunmeng,2,5,2,4,7
3918,chunn,7,5,1,5,6
3919,chunshin,5,4,3,10,8
3920,chunyen,5,8,2,5,7
3921,churas,10,4,2,6,6
3922,churchil,9,1,1,3,6
3923,chwen,4,7,3,6,8
3924,chychrun,5,10,3,1,4
3925,chye,8,2,1,8,1
3926,chye-lia,5,1,1,5,4
3927,chytil,1,2,2,4,7
3928,cia,7,10,2,5,1
3929,ciampini,5,3,1,6,3
3930,cianci,2,10,1,6,8
3931,ciancibe,2,9,1,2,1
3932,ciaralli,5,3,1,5,3
3933,ciaran,7,3,1,1,9
3934,ciaschi,2,6,1,3,8
3935,ciccarel,3,8,2,1,7
3936,cicci,9,6,2,7,4
3937,cicek,5,7,3,5,9
3938,cicely,4,2,1,1,4
3939,cicero,4,6,3,7,9
3940,ciel,4,6,2,10,1
3941,ciesiels,3,10,1,1,1
3942,cieslak,3,9,1,7,8
3943,cifelli,6,5,3,5,4
3944,cifersky,2,2,2,5,1
3945,cigay,4,5,2,8,8
3946,cilka,2,10,2,6,1
3947,cimarron,1,7,1,9,5
3948,cimino,3,9,2,4,1
3949,cinar,1,10,2,6,10
3950,cinda,7,10,2,2,2
3951,cindelyn,1,9,3,3,1
3952,cinderel,3,7,3,4,1
3953,cindi,6,4,3,8,5
3954,cindie,10,1,3,9,5
3955,cindra,5,6,2,8,10
3956,cindy,9,2,2,2,10
3957,cinicolo,10,9,2,1,1
3958,cinnamon,2,6,2,8,4
3959,cinq-mar,1,7,2,8,10
3960,ciocca,9,9,2,5,3
3961,ciochon,3,3,2,3,3
3962,cioffi,1,6,1,2,2
3963,cipolla,6,6,1,4,6
3964,circe,4,3,3,3,1
3965,ciriaco,8,10,3,8,1
3966,cirillo,1,7,2,3,5
3967,cirilo,10,5,3,10,3
3968,ciro,8,9,3,7,2
3969,cirri,4,1,3,3,5
3970,cirstofo,10,2,3,2,2
3971,cirulli,2,4,1,5,9
3972,cis,10,9,2,6,4
3973,@,3,5,2,9,3
3974,w,5,5,2,7,7
3975,cisco,4,8,3,9,3
3976,cisnews,2,1,1,8,10
3977,cissiee,5,6,1,2,2
3978,cissy,1,9,2,6,6
3979,citarell,3,9,1,3,3
3980,cities,7,5,1,1,7
3981,citrin,5,10,3,4,10
3982,cividino,9,2,1,7,4
3983,cizmar,1,1,3,10,6
3984,clacher,3,2,2,1,4
3985,claggett,6,5,2,9,3
3986,claiborn,5,6,1,1,5
3987,clair,2,5,1,2,9
3988,claire,7,8,1,8,6
3989,clairmon,9,7,3,1,7
3990,claise,8,2,2,4,2
3991,clampitt,5,7,3,3,3
3992,clancy,3,7,1,9,5
3993,clapham,9,4,1,10,4
3994,clapp,6,10,3,2,9
3995,clara,7,4,1,3,4
3996,clarabel,8,9,1,2,6
3997,clarance,9,8,2,1,4
3998,clare,8,4,3,3,7
3999,clarence,3,2,1,4,6
4000,claresta,4,4,3,4,8
4001,clareta,4,7,1,4,6
4002,claretta,7,7,2,8,3
4003,clarette,6,4,1,7,4
4004,clarey,9,5,2,2,2
4005,clari,2,10,1,2,1
4006,claribel,2,3,1,7,5
4007,clarice,8,2,2,4,1
4008,clarie,9,10,3,4,3
4009,clarinda,1,8,2,10,6
4010,clarine,5,5,2,2,1
4011,clarise,6,8,2,3,10
4012,clarissa,4,8,1,4,4
4013,clarisse,8,4,2,3,7
4014,clarita,7,6,3,10,2
4015,clark,3,2,2,5,10
4016,clark-st,6,5,2,6,10
4017,clarka,9,4,1,7,4
4018,clarke,3,5,2,8,2
4019,clason,6,1,2,10,7
4020,class,5,4,3,10,4
4021,claude,8,1,1,1,6
4022,claudett,8,9,1,1,2
4023,claudia,1,3,1,2,5
4024,claudian,5,10,1,4,6
4025,claudie,5,1,2,9,10
4026,claudina,5,8,2,3,8
4027,claudio,2,1,1,3,6
4028,claudius,6,3,3,5,6
4029,claus,10,5,1,10,3
4030,claveau,7,9,2,1,1
4031,claxton,9,9,2,4,3
4032,clay,10,3,3,1,5
4033,claybour,9,3,1,3,4
4034,claybroo,6,8,1,3,7
4035,clayton,8,3,2,8,9
4036,clea,7,4,2,8,5
4037,cleary,8,4,2,1,3
4038,cleavlan,6,9,3,8,4
4039,cleere,6,3,1,10,4
4040,clegg,5,4,2,6,8
4041,clem,2,8,3,2,1
4042,clemence,10,3,1,10,5
4043,clement,6,1,3,7,2
4044,clemente,4,2,1,5,4
4045,clementi,10,6,2,8,3
4046,clemie,5,4,1,6,3
4047,clemmie,8,7,3,1,8
4048,clemmons,5,8,3,8,6
4049,clemmy,10,8,2,1,5
4050,clendeni,2,2,3,5,4
4051,clenney,1,1,3,1,1
4052,clentice,8,1,1,8,5
4053,cleo,1,9,2,7,10
4054,cleon,4,2,1,10,3
4055,cleopatr,10,2,2,4,6
4056,clerissa,6,10,1,6,4
4057,clerke,1,9,3,5,10
4058,cleroux,6,3,1,8,5
4059,clesson,2,7,1,3,2
4060,cletis,2,7,3,4,7
4061,cleto,1,7,3,2,6
4062,cletus,9,3,1,8,5
4063,cleve,2,8,3,9,7
4064,clevelan,3,7,2,10,5
4065,clevey,6,5,1,7,10
4066,clevie,4,10,1,3,5
4067,clevon,8,5,1,6,9
4068,cliff,6,2,3,9,5
4069,clifford,7,3,2,8,8
4070,clifton,7,6,2,10,6
4071,clim,3,5,2,8,6
4072,cline,8,6,1,3,4
4073,clint,5,1,1,1,2
4074,clinteas,4,3,1,2,2
4075,clinton,9,6,2,2,1
4076,clio,3,1,2,3,6
4077,clippert,1,5,1,6,9
4078,clipsham,9,7,3,2,6
4079,clites,8,1,3,5,9
4080,clive,1,1,3,4,9
4081,clo,5,6,2,6,5
4082,clocklab,7,4,2,3,2
4083,cloe,8,5,1,10,2
4084,cloherty,7,2,3,2,1
4085,clooney,10,4,1,1,6
4086,cloris,1,3,1,2,2
4087,clost,5,4,2,7,5
4088,clotilda,4,1,3,3,5
4089,clough,1,3,3,4,1
4090,cloutier,6,4,1,9,4
4091,cloyd,3,6,3,2,10
4092,clusiau,6,2,3,10,4
4093,cly,8,3,3,6,2
4094,clyde,9,2,1,8,4
4095,clysdale,1,5,2,5,2
4096,clyve,3,9,2,6,7
4097,clywd,4,9,2,7,7
4098,cmet,3,4,3,6,10
4099,co,9,10,3,5,2
4100,co-op,5,7,3,8,1
4101,co-ordin,6,8,3,8,4
4102,coady,4,4,1,5,9
4103,coallier,9,1,1,2,4
4104,coathup,3,3,2,7,4
4105,coats,2,2,1,3,4
4106,cob,6,4,1,8,3
4107,cobaugh,8,8,3,1,9
4108,cobb,5,4,3,2,8
4109,cobban,3,7,3,8,1
4110,cobbold,2,7,1,9,4
4111,cobby,2,8,2,8,8
4112,coble,8,2,2,10,7
4113,cobley,7,3,1,8,1
4114,cobo,4,9,2,6,9
4115,cobran,1,1,2,3,9
4116,cocco,1,6,1,9,7
4117,cochran,3,6,1,9,4
4118,cochrane,7,5,3,4,9
4119,cockburn,10,6,1,4,1
4120,cockcrof,9,7,1,5,1
4121,cocke,3,7,3,10,8
4122,cockins,3,9,3,9,4
4123,cocos-ar,6,2,1,7,10
4124,codack,1,10,2,8,9
4125,codata,6,7,1,7,10
4126,coddingt,3,6,2,5,2
4127,code,2,4,1,1,4
4128,codee,5,5,2,8,8
4129,coder,7,2,3,9,7
4130,codi,1,10,1,1,1
4131,codie,3,8,1,8,5
4132,codoc,10,4,1,6,2
4133,codringt,8,3,1,5,1
4134,cody,8,4,3,9,2
4135,coe,10,2,1,2,9
4136,coertnik,3,2,1,9,8
4137,coffey,7,5,1,3,6
4138,cogan,2,5,2,5,4
4139,cogdell,8,3,1,6,9
4140,coggins,3,1,2,2,4
4141,coghlan,8,3,1,8,3
4142,cogwell,7,2,3,7,8
4143,cohea,6,2,2,6,6
4144,cohen,8,8,3,2,6
4145,cohn,3,4,3,5,10
4146,cohoe,6,1,3,2,9
4147,cohrs,8,10,2,5,1
4148,coila,8,1,1,1,10
4149,cointon,5,8,3,1,8
4150,coker,7,4,1,6,2
4151,cokol,4,10,2,1,8
4152,colagros,6,2,2,5,3
4153,colan,2,3,3,10,3
4154,colangel,1,3,2,4,5
4155,colanton,8,1,1,9,6
4156,colas,8,3,2,8,2
4157,colatta,2,5,1,10,3
4158,colbert,10,2,3,9,4
4159,colburn,6,6,3,2,6
4160,colby,5,2,1,9,7
4161,coldwell,8,3,2,4,5
4162,coleen,7,8,3,5,5
4163,colella,9,8,1,4,1
4164,coleman,7,3,3,4,6
4165,colene,5,4,2,5,10
4166,coles,4,4,3,3,2
4167,colet,2,5,2,6,7
4168,coletta,6,4,2,1,1
4169,colette,7,8,1,8,6
4170,coley,5,9,3,6,7
4171,colford,3,2,3,10,10
4172,colgan,5,1,2,10,7
4173,colin,3,5,1,5,9
4174,colina,8,10,3,3,2
4175,colinda,5,10,2,3,5
4176,collamer,2,10,3,2,4
4177,collamor,1,2,1,1,4
4178,collazo,6,8,2,6,8
4179,collecut,10,3,3,2,9
4180,colledge,7,7,2,6,6
4181,colleen,3,7,3,3,1
4182,collen,7,1,2,6,4
4183,collete,4,1,2,3,7
4184,collette,7,3,2,7,2
4185,collevec,5,3,2,1,6
4186,colley,2,4,1,5,6
4187,colli,8,2,3,5,3
4188,collie,9,3,2,9,1
4189,collier,9,6,2,3,3
4190,colline,10,4,2,5,1
4191,collins,6,1,1,10,5
4192,collis,8,9,1,2,8
4193,colly,6,8,2,5,2
4194,collyer,7,10,1,1,7
4195,colman,3,4,2,3,9
4196,colonton,1,4,1,6,3
4197,colpitts,1,1,2,7,3
4198,colquett,10,8,3,10,1
4199,colston,5,10,2,2,9
4200,colter,7,2,3,9,7
4201,colton,6,7,3,9,1
4202,colucci,1,4,1,10,1
4203,colver,2,10,3,7,10
4204,colvin,7,10,3,3,1
4205,colwell,9,1,3,6,6
4206,comay,3,8,1,3,9
4207,combee,6,7,3,5,3
4208,combella,6,1,3,3,2
4209,combos,7,5,2,10,4
4210,combs,3,1,1,6,2
4211,comeau,5,4,3,5,8
4212,comley,7,8,2,3,3
4213,comm,3,7,2,5,10
4214,commazzi,3,8,2,4,7
4215,comments,9,9,1,1,10
4216,committe,7,4,3,4,8
4217,commons,10,9,1,5,1
4218,communic,8,9,3,4,7
4219,comp,5,5,2,1,5
4220,computin,3,10,1,4,8
4221,comstock,9,9,1,8,3
4222,comtois,10,4,1,1,10
4223,con,1,4,3,9,9
4224,conan,1,10,2,4,8
4225,conant,8,7,3,5,6
4226,conboy,4,2,1,7,5
4227,concetta,3,7,2,6,4
4228,concetti,7,3,1,4,10
4229,concklin,10,5,2,8,5
4230,concordi,7,1,1,8,7
4231,conde,4,8,1,9,2
4232,condell,6,2,1,3,4
4233,condurel,2,2,1,2,4
4234,conerly,9,7,3,10,1
4235,cong,1,2,2,3,2
4236,congdon,1,5,1,3,4
4237,congress,1,10,2,2,7
4238,conistis,5,1,2,1,3
4239,conklin,6,1,1,8,10
4240,conley,2,1,2,8,5
4241,conlin,7,5,1,10,3
4242,conlon,4,6,3,10,8
4243,conn,1,4,1,5,5
4244,connell,2,2,1,5,5
4245,connelly,1,8,1,9,6
4246,conner,7,4,2,8,2
4247,conners,8,6,2,7,5
4248,conney,6,5,3,6,8
4249,conni,4,9,2,7,2
4250,connie,10,2,3,9,2
4251,connolly,6,10,3,2,7
4252,connor,5,7,2,5,3
4253,connors,7,10,1,8,4
4254,connors-,10,1,3,7,9
4255,conny,1,1,3,10,9
4256,conoly,2,10,1,9,5
4257,conrad,10,2,2,8,6
4258,conrade,2,7,3,5,9
4259,conrado,8,4,3,7,5
4260,conrath,8,6,2,7,6
4261,conroy,2,2,1,2,5
4262,consalve,6,8,2,5,5
4263,conservi,6,8,1,4,5
4264,consolat,5,7,3,8,1
4265,constabl,1,8,2,6,6
4266,constanc,10,8,3,2,8
4267,constant,6,3,2,1,1
4268,construc,9,2,1,5,2
4269,consuela,1,5,2,2,6
4270,consuelo,6,10,3,8,1
4271,containi,2,9,2,1,9
4272,contardo,3,7,1,4,4
4273,contine,10,3,2,1,5
4274,conway,2,1,3,6,1
4275,coochey,9,8,1,2,1
4276,coody,6,5,1,2,7
4277,coogan,7,4,1,9,9
4278,cooke,6,6,2,2,8
4279,cookie,8,1,1,7,4
4280,cooksey,10,4,1,4,5
4281,cooley,7,4,3,2,9
4282,coolidge,8,9,2,4,4
4283,coombs,9,4,3,6,1
4284,cooney,2,2,3,9,6
4285,coop,6,1,2,7,9
4286,cooper,10,3,2,3,6
4287,cooperma,4,1,3,5,6
4288,coord,8,9,3,1,1
4289,coordina,1,9,1,7,2
4290,coors,6,5,3,9,7
4291,copeland,2,4,3,6,9
4292,copello,6,1,3,9,10
4293,copeman,4,2,3,2,9
4294,copes,8,5,2,10,2
4295,coplesto,3,9,3,1,4
4296,copley,9,5,3,3,6
4297,copp,2,7,1,8,5
4298,coppedge,1,9,2,9,5
4299,coppins,5,9,1,7,9
4300,coqueugn,6,10,1,1,10
4301,cora,7,1,1,5,4
4302,corabel,9,5,1,6,2
4303,corabell,5,4,3,8,8
4304,corace,2,9,3,9,3
4305,coral,1,4,1,3,2
4306,coralie,6,10,3,4,6
4307,coralyn,4,4,3,3,10
4308,corbeil,8,5,1,8,8
4309,corbet,1,5,3,3,7
4310,corbett,1,5,1,7,6
4311,corbie,6,3,2,8,3
4312,corbin,5,6,1,5,10
4313,corbitt,1,10,3,2,10
4314,corby,2,8,2,3,1
4315,cordelia,7,2,1,7,5
4316,cordelie,4,2,3,6,6
4317,cordell,6,5,2,8,8
4318,cordes,10,8,3,4,3
4319,cordey,9,4,3,1,1
4320,cordi,3,3,2,10,7
4321,cordie,7,1,2,3,1
4322,cordula,5,7,3,7,2
4323,cordy,3,4,1,6,6
4324,core,7,1,1,9,5
4325,coreen,4,8,2,2,2
4326,corella,6,10,1,10,1
4327,corene,7,1,3,4,4
4328,coretta,4,6,2,2,6
4329,corette,9,5,3,8,3
4330,corey,5,1,2,9,7
4331,cori,7,9,1,2,4
4332,coriaty,3,7,1,10,5
4333,corie,8,6,2,4,1
4334,corilla,6,1,1,7,4
4335,corina,5,2,1,3,9
4336,corinna,3,7,3,6,4
4337,corinne,8,2,1,8,3
4338,coriss,1,5,1,8,4
4339,corissa,3,7,1,9,10
4340,corker,8,4,2,4,2
4341,corkey,3,6,2,3,4
4342,corkstow,6,2,3,9,7
4343,corkum,3,10,1,7,1
4344,corless,8,2,1,4,10
4345,corlett,3,2,3,3,3
4346,corley,7,4,2,1,6
4347,corliss,3,3,2,1,1
4348,corly,3,2,3,3,2
4349,cormac,10,1,1,9,5
4350,cormier,6,6,2,4,3
4351,cornall,5,6,2,8,8
4352,cornaro,3,2,2,1,8
4353,cornel,3,4,2,2,4
4354,cornela,9,9,1,6,6
4355,cornelia,1,1,1,1,10
4356,cornelis,4,8,2,8,5
4357,corneliu,2,4,2,4,5
4358,cornell,9,2,1,5,3
4359,cornelle,10,10,1,1,7
4360,corner,10,9,2,1,1
4361,corney,8,4,2,5,1
4362,cornie,6,4,1,10,4
4363,corny,10,1,2,2,6
4364,corpuz,5,5,3,10,2
4365,corr,4,3,2,4,10
4366,correa,6,10,1,5,1
4367,correia,2,9,3,4,10
4368,correna,3,3,3,4,5
4369,correy,1,5,1,10,5
4370,corriann,8,5,1,6,4
4371,corrie,9,1,3,2,9
4372,corrigan,2,1,3,6,3
4373,corrina,3,5,3,4,8
4374,corrine,4,7,2,10,3
4375,corrinne,2,1,2,3,6
4376,corrivea,1,5,2,9,9
4377,corsale,4,7,2,10,3
4378,corse,8,1,2,9,4
4379,corson,4,8,1,2,8
4380,cort,4,4,2,5,9
4381,cortie,2,6,3,4,4
4382,cortland,9,8,1,7,4
4383,cortney,5,9,1,1,3
4384,corty,5,6,3,2,7
4385,corvo,5,1,3,6,10
4386,cory,2,7,3,5,9
4387,cos,4,3,3,7,6
4388,cosburn,6,7,3,6,5
4389,cosentin,6,10,1,2,7
4390,cosetta,6,6,2,6,3
4391,cosette,6,4,1,1,4
4392,cosgrove,9,8,3,3,5
4393,cosimo,8,7,3,1,5
4394,coslas,2,6,1,8,5
4395,cosme,7,6,3,1,4
4396,cosmo,2,5,2,7,6
4397,cosner,5,4,1,10,10
4398,cosola,2,4,1,1,3
4399,cossota,5,3,1,5,1
4400,costa,6,1,3,6,4
4401,costache,7,6,1,3,1
4402,costadim,2,3,1,4,1
4403,costandi,2,4,1,8,3
4404,costanti,9,1,1,5,4
4405,costanza,7,1,2,5,6
4406,costas,10,7,2,10,1
4407,costas-d,3,5,1,6,10
4408,coste,3,9,2,5,9
4409,costello,5,2,3,4,6
4410,costen,6,5,1,7,10
4411,cote,6,7,2,5,9
4412,cothran,3,9,2,9,2
4413,cotner,10,7,2,8,2
4414,cotten,3,6,2,9,7
4415,cottengi,6,2,2,10,3
4416,cotter,3,5,1,6,10
4417,cottingh,9,4,3,2,2
4418,cottrell,6,6,2,5,1
4419,cotugno,3,5,2,10,7
4420,cotuna,5,3,1,2,4
4421,coucopou,2,3,2,3,3
4422,coughran,8,10,1,4,8
4423,coules,5,2,3,1,8
4424,coulman,5,8,3,2,8
4425,coulombe,3,1,3,6,10
4426,coulter,1,9,1,9,8
4427,coulterm,1,9,2,5,1
4428,count,5,2,1,4,5
4429,coupal,2,5,1,5,8
4430,coupland,6,9,2,8,4
4431,courches,10,8,2,5,6
4432,couron,4,10,1,5,1
4433,coursdev,4,4,1,10,1
4434,coursey,10,5,3,2,5
4435,coursol,10,7,1,9,3
4436,court,5,2,2,4,4
4437,courtena,2,10,1,9,5
4438,courtlan,10,9,2,2,5
4439,courtnay,2,7,3,2,3
4440,courtney,2,1,1,7,5
4441,courvill,9,10,3,1,7
4442,couse,10,1,2,10,4
4443,couser,4,1,2,3,3
4444,cousinea,2,4,1,6,1
4445,cousins,6,1,1,5,9
4446,coutelli,2,5,3,6,2
4447,coutinho,10,3,1,8,7
4448,couto,2,3,2,1,3
4449,coutu,3,4,1,6,2
4450,couture,4,5,3,10,4
4451,covach,2,6,1,10,3
4452,coverdal,10,10,3,3,6
4453,coviensk,6,1,1,1,3
4454,coville,2,10,2,8,1
4455,covingto,6,4,2,8,1
4456,cowan,5,1,3,3,3
4457,cowart,8,1,2,2,4
4458,cowen,10,1,3,6,2
4459,cowick,1,4,2,10,4
4460,cowley,10,6,3,4,5
4461,cowling,9,4,1,1,6
4462,cowlisha,6,2,3,8,8
4463,cownie,5,1,3,8,7
4464,cowper,4,9,1,2,9
4465,coxall,5,5,3,2,6
4466,coxe,10,6,2,6,6
4467,coyne,5,2,1,6,10
4468,cozart,5,5,3,4,4
4469,cozmo,4,3,1,2,5
4470,cozyn,10,5,3,10,1
4471,cozzi,6,6,2,4,1
4472,cpebach,6,9,1,6,9
4473,cpm,8,6,2,7,2
4474,cprs,9,3,2,5,4
4475,crabb,1,6,2,5,3
4476,crabe,10,2,1,2,1
4477,cracknel,7,4,1,6,3
4478,crafton,4,7,1,4,6
4479,craggie,8,4,3,1,9
4480,craggy,8,7,1,8,6
4481,craghead,3,2,1,7,8
4482,craib,4,1,2,7,8
4483,craig-du,6,1,3,1,2
4484,crain,10,9,1,8,3
4485,cramer,6,5,2,6,3
4486,cramm,7,3,1,6,8
4487,crampton,2,1,2,6,5
4488,crandall,4,2,3,9,6
4489,cranford,9,8,2,1,3
4490,cranston,8,4,1,5,6
4491,crapco,10,5,2,7,6
4492,crase,6,2,3,3,6
4493,craver,9,8,3,10,1
4494,crawhall,8,8,2,2,5
4495,crawley,5,1,1,4,9
4496,crawshaw,8,1,3,4,7
4497,cray,9,3,2,5,6
4498,craycraf,8,3,2,6,3
4499,cre,1,2,3,2,9
4500,creamer,7,7,2,3,7
4501,crean,4,4,1,6,10
4502,creane,9,7,1,5,4
4503,creasey,7,4,2,4,4
4504,creasman,3,7,2,3,5
4505,creative,4,10,2,5,10
4506,credico,8,4,2,5,3
4507,credille,9,2,3,6,1
4508,creech,5,10,2,8,3
4509,creecy,2,2,3,6,1
4510,creigh,4,2,3,3,6
4511,creight,1,8,2,10,9
4512,creighto,3,5,2,2,5
4513,cremer,1,2,3,1,2
4514,crepeau,2,9,2,3,3
4515,creswell,6,10,2,1,5
4516,crews,2,1,2,2,4
4517,cribbs,5,1,1,2,3
4518,crichton,7,9,2,10,2
4519,crick,1,6,3,2,7
4520,crickard,5,7,1,10,1
4521,cricker,9,8,1,2,7
4522,cricket,9,6,2,3,4
4523,crigger,3,6,3,7,4
4524,crin,4,7,1,9,9
4525,cripps,3,1,2,1,7
4526,cris,2,8,2,10,9
4527,crisler,5,3,1,7,6
4528,crissie,10,4,2,2,2
4529,crissy,8,2,1,6,8
4530,crista,10,7,2,3,6
4531,cristabe,3,1,3,2,2
4532,cristal,2,3,1,3,3
4533,cristen,5,5,2,3,10
4534,cristesc,2,6,1,9,2
4535,cristi,8,2,3,5,9
4536,cristian,6,9,1,5,6
4537,cristie,9,4,3,2,8
4538,cristin,4,10,2,2,1
4539,cristina,4,7,3,6,9
4540,cristine,6,8,2,6,1
4541,cristion,7,3,3,6,10
4542,cristy,4,6,3,10,7
4543,critchle,9,8,3,10,1
4544,crittend,6,2,2,7,10
4545,crl.word,1,7,2,3,10
4546,crocker,10,4,2,1,1
4547,crockett,2,2,1,3,8
4548,crogie,6,5,1,1,7
4549,croiseti,6,3,1,9,9
4550,croix,5,1,1,10,1
4551,crolla,5,1,3,7,1
4552,cromer,8,1,3,8,5
4553,crommie,2,5,2,7,7
4554,crompton,10,4,2,2,7
4555,cromwell,8,5,3,3,6
4556,cronan,10,4,1,10,3
4557,cronin,9,2,1,5,4
4558,cronk,6,2,2,4,3
4559,cronkrig,8,5,1,8,2
4560,cronkwri,2,9,1,3,9
4561,crooks,9,10,3,6,4
4562,croom,1,8,1,3,6
4563,cropper,1,10,3,6,1
4564,crosby,2,5,2,7,6
4565,cross,2,5,2,3,9
4566,cross-as,3,9,3,6,8
4567,crossass,4,2,3,5,10
4568,crossley,6,1,1,10,9
4569,crosson,4,6,2,2,2
4570,crosswel,2,1,2,8,1
4571,croteau,6,3,2,10,6
4572,crothers,1,5,3,9,10
4573,crotty,8,4,2,2,1
4574,crowder,1,1,1,4,6
4575,crowe,1,10,2,9,2
4576,crowell,5,5,1,3,7
4577,crowle,5,5,2,1,8
4578,crowley,10,1,3,2,4
4579,croxall,9,7,3,1,5
4580,crozier,6,7,2,6,3
4581,crucefix,4,7,3,5,8
4582,cruey,1,7,2,6,8
4583,cruicksh,7,6,2,9,4
4584,crumpton,2,3,1,9,3
4585,crusoe,1,4,3,8,1
4586,crutchfi,7,4,3,1,5
4587,cruz,7,9,3,3,7
4588,cryoelec,5,10,1,7,4
4589,crysta,6,7,3,1,8
4590,crystal,1,4,1,6,6
4591,crystie,1,2,1,5,7
4592,csaszar,6,9,1,2,7
4593,csenar,1,4,2,6,10
4594,csilla,7,3,3,5,6
4595,csite,2,4,1,6,9
4596,csop,4,10,1,5,4
4597,csr,2,6,1,3,4
4598,csreport,4,3,3,8,2
4599,csua,7,6,1,7,5
4600,cthrine,10,3,3,2,5
4601,cuany,6,6,2,3,5
4602,cuauhtem,6,10,2,8,4
4603,cubicle,6,9,1,5,6
4604,cucci,3,8,2,3,6
4605,cuccia,3,2,3,4,6
4606,cucciole,3,2,3,5,1
4607,cucuzzel,4,4,1,9,10
4608,cuddihey,9,8,3,1,8
4609,cuddihy,5,8,3,1,1
4610,cuddy,3,5,2,9,4
4611,cuellar,2,9,2,8,3
4612,cuervo,9,1,2,4,1
